L0 Level,Translated Description,Translated Short Description,Reported Problem Code L1,Reported Problem Code L,Reported Problem Code L3
Software,"Issue: Malfunction
Error description: Apparently there are problems with the JetPack and Windows updates on the ISP clients.
We automatically update all the client PCs according to company specifications.
A location writes:
""[...] Currently we have problems with JetPack in the NM. The culprit here is the below KB from Microsoft. A temporary uninstalling helps, only the central WSUS installs that again immediately.""
We cannot selectively have the Installbase on ISP clients excluding any Windows updates.
What can one do there? How can the locations concerned be helped?",Windows Update compromises clients regarding jetpack,,,
Software,SA:01/IntelliSpace Portal Solutions/client cannot login,SA:01/IntelliSpace Portal Solutions/client cannot login,,,
Software,"As part of the monthly patch management, CaseID# 0120740840, it was noticed that hanging jobs are in the queue",Hanging Jobs in der Queue,,,
Software,SA:05R/IntelliSpace IX/LX Workstations//Need add node,SA:05R/IntelliSpace IX/LX Workstations//Need add node,,,
Software,Dynaloc - Bug persistence that does not allow to make automatic calculation of the coordinates in Biopsies.,Dynaloc - Error in the coordinates in biions,,,
Software,into,ISP12 PMT In IX workstation no IT_admin Windows authentication or avoid password expire options so it may be forgotten,,,
Software,"It has been having problems for several days to access the Philips Portal.
Location: Hospital complex in Navarra",It has several days with problems to access the Philips portal.,,,
Software,Software initialization failure,FAILURE IN SOFTWARE INITIATION,,,
Software,"Reported problem: Cardiologists cannot access with their user.
Location of the equipment: Radiodiagnostics
When did the failure happen?: For a couple of days
When will the equipment be available for intervention? What is the best day or time?: As soon as possible
Was the equipment in clinical use when the failure occurred?: Yes",Cardiologists cannot enter with your user,,,
Software,patient exam got deleted,patient exam got deleted,,,
Software,Hanging jobs in the queue,Hanging Jobs in der Queue,,,
Software,"Dr. Revilla cannot measure pulmonary nodubles in the iportal. 
Spoke with Marcos
IP 10.35.53.153
Thank you",Dra Revilla cannot use an application of the Iportal,,,
Software,"Hello 
The CPU of an equipment has been merged with a new one and we need to use the Portal in that equipment as soon as possible,

Thanks a lot",We request to install portal on a computer,,,
Software,02N/IntelliSpace IX/LX Workstations/adjust time,02N/IntelliSpace IX/LX Workstations/adjust time,,,
Software,05R/IntelliSpace IX/LX Workstations/software hanged up when image load,05R/IntelliSpace IX/LX Workstations/software hanged up when image load,,,
Software,Auto-delete not working. Portal shows 1% free space after customer delelted studies. Patient directory only showing 23 studies when it is supposed to show over a thousand.,Auto-delete not working,,,
Software,Wechat:SA:01/IntelliSpace Portal Solution/SW error,Wechat:SA:01/IntelliSpace Portal Solution/SW error,,,
Software,"Issue: Malfunction
Error description: Jet pack was deleted, possible again in connection with Windows update
Error message: the following error was encountered: an unable to copy file source file: C:/jetpack/ebwdicomout/0...
Error occurred on: 12.05.23 07.30Uhr",Jet Pack has been done,,,
Software,01/IntelliSpace IX/LX Workstations/Elite China/add node,01/IntelliSpace IX/LX Workstations/Elite China/add node,,,
Software,Remote service was checked.,Control VZD?len?ho service,,,
Software,Unable to copy data in EBW software,Unable to copy data in EBW software,,,
Software,"Located precisely at: cabinet 2 2 rue du 18Juin ERMONT 95120 (because several sites)
""Maximum number of patients reached, remove patients from the wire""
Mrs. had swapped with Mr. Jean-Jacques SIMON who told her that it was probably the archiving that was out of service.
The problem persists.",Continuation of file 0121625734,,,
Software,wechat?SA:05K for IB/IntelliSpace IX/LX Workstations/software crash,wechat?SA:05K for IB/IntelliSpace IX/LX Workstations/software crash,,,
Software,ISP system is not switching On,ISP system is not switching On,,,
Software,Advanced processing software ISP Portal blocked.,Poste elaboration software ISP blocked portal.,,,
Software,Application is not opening,Application is not opening,,,
Software,A problem with sending an examination from the disc to the PACS server.,Problem with the examination of the test with the pacs server,,,
Software,"Via M. Kusch, ICAP application, by email, problems with the evaluation of previous images from the long-term archive > If the customer gets data (2020) from the PACS, then they arrive as raw data","If the customer gets data (2020) from the PACS, then they arrive as raw data",,,
Software,"Very slow on one of the stations, the one ""doctor"", not on the other one.",PB slow post,,,
Software,Need work list cleaned to prevent bug report,Need work list cleaned to prevent bug report,,,
Software,"The navigation of the reconstruction is very slow, to the point that it blocks completely for about a minute and then it restarts, but however at reduced speed. He is forced to forcely close the software from Windows activity management.",Slowness use Intellispace.,,,
Software,"Unable to use IntelliSpace Portal. Error message ""Certificate Error, no certificate found.""","Unable to use IntelliSpace Portal. Error message ""Certificate Error, no certificate found.""",,,
Software,Data transfer failed in Clint computer,Data transfer failed in Clint computer,,,
Software,Error message cannot continue lost  connection.,Error message cannot continue lost  connection.,,,
Software,"ISP/PACS integration - MGOP
Second meeting with the customer - NovaRAD PACS administrator will join the call.
URL String has been provided from Philips side. PACS Admin to configure settings on their end.",ISP/PACS integration - MGOP,,,
Software,Customer reported an issue on Comp Cardiac app where black pictures are appearing in the middle of some series,Issue to load MRN3280700 on Comp Cardiac app: black pictures,,,
Software,Race is not auto populate,New Template for Coronary Studay,,,
Software,EBW not accepting data.,0711CDN83 EBW not accepting data.,,,
Software,Unit just Launched - Lost Options/ Settings,Unit just Launched - Lost Options/ Settings,,,
Software,IT DOES NOT ALLOW TO DELETE STUDIES,It does not allow to delete studies,,,
Software,"Crash with ""database rebuild"" error, customer called and saved a bug report for analysis","Crash with ""database rebuild"" error",,,
Software,WECHAT:02N/IntelliSpace IX/LX Workstations/add the node,WECHAT:02N/IntelliSpace IX/LX Workstations/add the  node,,,
Software,02N/IntelliSpace IX/LX Workstations/add DICOM node,02N/IntelliSpace IX/LX Workstations/add DICOM node,,,
Software,05R/IntelliSpace IX/LX Workstations/system hanged up when image load,05R/IntelliSpace IX/LX Workstations/system hanged up when image load,,,
Software,02N/IntelliSpace Portal Solutions/stuck,02N/IntelliSpace Portal Solutions/stuck,,,
Software,The ISP client logs out after a while.,01DS:KK:ISP????????????????????????????,,,
Software,05R/Extended Brilliance Workspace/Software failure,05R/Extended Brilliance Workspace/Software failure,,,
Software,sw not opening,sw not opening,,,
Software,CANNOT ACCESS THE ISP,NO SE PUEDE ACCEDER AL ISP,,,
Software,Emory cardiac  toolbox will not load.,Emory cardiac  toolbox will not load.,,,
Software,Users unable to login,Users unable to login,,,
Software,"It doesn't show the CT Query list, it displays a query error.",Estación does not allow CT to be done,,,
Software,"There's an error when  user opens the cardiac, and not allow user to do the case. Error: ""Cannot find the slice on the global portal"".","EOS ""There's an error when  user opens the cardiac, and not allow user to do the case. Error: ""Cannot find the slice...",,,
Software,Issues logging in / Error Message - Unable to find slice global on portal server,Issues logging in / Error Message - Unable to find slice global on portal server,,,
Software,THE COMPUTER DOES NOT ALLOW TO ENTER THE ACCOUNT,The computer does not allow you to enter the account,,,
Software,02N/IntelliSpace IX/LX Workstations/SW error,02N/IntelliSpace IX/LX Workstations/SW error,,,
Software,SA:05K/IntelliSpace Portal Solutions/Cannot enter software,SA:05K/IntelliSpace Portal Solutions/Cannot enter software,,,
Software,05K/IntelliSpace IX/LX Workstations/Consult DTI ratation function,05K/IntelliSpace IX/LX Workstations/Consult DTI  ratation function,,,
Software,"After restarting, the monitor was full of sand until he went to the password entry screen.",08cs: Ka: ?????????????????????????????????,,,
Software,"When cardiac data is loaded, an error message ""ECG tab control..."" appears and a button appears to see if an error is sent or not.",01CS:KK:???????????ECG tab control????????????????????????????????????,,,
Software,"Cannot transfer data from the ISP computer (it is in the ""waiting"" state).",05DS:HO:ISP????????????????(waiting????,,,
Software,05R/IntelliSpace IX/LX Workstations/crash,05R/IntelliSpace IX/LX Workstations/crash,,,
Software,Appliction/IntelliSpace Portal Solutions,Appliction/IntelliSpace Portal Solutions,,,
Software,PMT does not allow any configurations,PMT does not allow configurations,,,
Software,Users cannot log in,Users cannot log in,,,
Software,into,ISP12 sCTV crash when attempting to set HU for CaSupp result and then mouse click it OK when press Enter,,,
