PR ID,Project,Short Description,Reported Problem Code L0,Reported Problem Code L1,Reported Problem Code L2,Reported Problem Code L3,Problem Source Code-L1,Problem Reason Code-L2,
5713804,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,AVW15/Manipal Hospitals: T1 Perfusion- T1 perfusion application got crash,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)","Intermittent freezing, completely frozen (locked up)",,
5713871,Clinical Informatics-ICAP-Haifa-146,Complaint,Software,Enhancement Request_Anonymize reports in ISCV for Certification process (BSE),"Software, OS or firmware","Workflow, exam, settings, presets & configuration (incorrect, inability to change settings/config.)",Incorrect or inability to change settings or configuration,,
5714126,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Philips IntelliSpace Portal Fault & AP,Alarms or Messages,"Audio/ Visual alarm/ Message displayed, not sent and/or received",Error/Warning Message or error code,,
5714243,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,"Prefechting problem, no prefetching based on RIS.","Software, OS or firmware","Workflow, exam, settings, presets & configuration (incorrect, inability to change settings/config.)",Incorrect or inability to change settings or configuration,Software,Software Issues (e.g. bugs)
5714272,Clinical Informatics-ICAP-Haifa-146,Complaint,Software,Unable to transfer data,"Data (Analysis, Processing, Transferring, Archiving)",Data did not transfer/ could not be archived,Could not initiate data transfer,,
5714372,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Install and configure IOT for PRS,Non-Complaint,Non-Complaint,nan,,
5714724,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,ISP10 Philips Associated IP with Open DiCOM Port and Expired TLS Certificate Exposed on the internet,Privacy or security,Vulnerability,nan,,
5714731,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,FM: Unexpected error during Workflow creation.,"Software, OS or firmware","Workflow, exam, settings, presets & configuration (incorrect, inability to change settings/config.)",Incorrect or inability to change settings or configuration,,
5714735,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,NM Viewer does not work,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Not starting or launching (failure to start up or launch),,
5714746,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Graphene crashes when opening Liver Health in CLient,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)","Intermittent freezing, completely frozen (locked up)",,
5714808,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Cannot open MR Cardiac Studies on a Fat Client,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Not starting or launching (failure to start up or launch),,
5714985,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Security Issue_Development cycle - supporting more recent operating systems,Privacy or security,Vulnerability,nan,,
5714995,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,automatic processing CT Brain perfusion not working anymore,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Not starting or launching (failure to start up or launch),,
5715014,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,No authentication source,Alarms or Messages,"Audio alarm and/or visual alarm or message (No alarm, intermittent, continuous, false, hard to see, delayed)",Error/Warning Message or error code,,
5715302,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,FM: Login could not be performed. Please verify AV Workspace installation.,"Software, OS or firmware","Cannot login (user name and/or password), disabled or locked",All or multiple users,Compatibility,Third Party SW Not Compatible
5715404,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,FM: Certificate Error,Alarms or Messages,"Audio/ Visual alarm/ Message displayed, not sent and/or received",Error/Warning Message or error code,,
5715897,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,ISP - Oyonnax - Impossible to connect to the server.,"Connectivity & Compatibility, Interoperability, Network & Transmission","Network and bluetooth (connection dropped, lost, unable to connect, detect)","Unable to connect, connection dropped or lost (link, interface, detect, recognized, etc.)",,
5716033,Clinical Informatics-ICAP-Haifa-146,Complaint,Image Related,THE IMAGES DO NOT ARRIVE FROM THE RESONATORS.,Imaging and Images,Image routing,Cannot route image,,
5716082,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,ISP - Rosny - Request to add printer,Non-Complaint,Non-Complaint,into,,
5716155,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,IT DOES NOT ALLOW TO ENTER THE SYSTEM,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Not starting or launching (failure to start up or launch),,
5716221,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,DynaCAD license on Test server expired,"Software, OS or firmware","Expired or no software license, certificate, or cannot activate credentials",into,,
5717548,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Please configure new node on system,Non-Complaint,Non-Complaint,into,,
5717776,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,"The number of phases changed on the MR protocol, as a result the post processed breasts studies in dynacad are not...","Data (Analysis, Processing, Transferring, Archiving)","Incorrect, inaccurate, imprecise, or unexpected result","Data not syncing or updating, data does not populate",,
5717941,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Client login issue,"Software, OS or firmware","Cannot login (user name and/or password), disabled or locked",Single User,,
5718031,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,SA:01/IntelliSpace Portal concerto/report error,Alarms or Messages,"Audio/ Visual alarm/ Message displayed, not sent and/or received",Error/Warning Message or error code,,
5718145,Clinical Informatics-ICAP-Haifa-146,Complaint,Image Related,Cardiac images are not opening,Imaging and Images,Cannot view or access image(s),into,,
5718703,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Error message,Alarms or Messages,"Audio/ Visual alarm/ Message displayed, not sent and/or received",Error/Warning Message or error code,,
5718940,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,01/IntelliSpace Portal Solutions/add printer,Non-Complaint,Non-Complaint,into,,
5719012,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,SA:01/IntelliSpaceIX/LXWorkstations/Ask for info,Non-Complaint,Non-Complaint,into,,
5719291,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,ISP IP address need to change,Non-Complaint,Non-Complaint,into,,
5719405,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,The client cannot enter the system,"Software, OS or firmware","Cannot login (user name and/or password), disabled or locked",Single User,,
5719802,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Performance poor again.,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Slow performance or delayed or slow to boot up,,
5719810,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,order 300006208951  as mo,into,into,into,,
5720071,Clinical Informatics-ICAP-Haifa-146,Complaint,Image Related,Problem with displaying images on portal,Imaging and Images,"Image acquisition, editing","Image is slow or delayed, not displaying as expected",ICAP-CT Spectral Advanced Vessel Analysis,Usability - Workflow
5720365,Clinical Informatics-ICAP-Haifa-146,Complaint,Image Related,It discharges the images too slowly.,Imaging and Images,Image routing,Image is slow or delayed,,
5720434,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Creation of accounts.,"Software, OS or firmware","Workflow, exam, settings, presets & configuration (incorrect, inability to change settings/config.)",Incorrect or inability to change settings or configuration,,
5721200,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Processing error.,Alarms or Messages,"Audio/ Visual alarm/ Message displayed, not sent and/or received",Error/Warning Message or error code,,
5721219,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,"Disk problems in the server, System goes really slow on disk operations","Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Slow performance or delayed or slow to boot up,ICAP-Hardware,Disk Drive
5721220,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Update node in AVW,Non-Complaint,Non-Complaint,into,,
5721224,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,"When trying to send a study from the modality to ISP, when doing two scouts on the study, only one is sent to ISP",Imaging and Images,Image routing,Cannot route image,Use Error,Other use error
5721303,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,ISP Login Failed,"Software, OS or firmware","Cannot login (user name and/or password), disabled or locked",All or multiple users,Software,Software malfunction
5721387,Clinical Informatics-ICAP-Haifa-146,Complaint,Image Related,"They can't import images from medapp to RM, TC and ISP. email 12/02/25",Imaging and Images,Image routing,Cannot route image,,
5721625,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,The Philips portal does not start. Tried to restart and it persists. It seems to be a general problem with the rest of o,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Not starting or launching (failure to start up or launch),,
5721833,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Buy RAM and Windows 2019,Non-Complaint,Non-Complaint,into,,
5721991,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Standalone AVW 15 client not closing after use.,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Not starting or launching (failure to start up or launch),,
5722201,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Cannot launch TAVI due to lack of available resources,"Software, OS or firmware","Software & OS performance (frozen, delayed, slow, failed start/launched.)",Not starting or launching (failure to start up or launch),Unable to Confirm/Replicate Allegation,Unable to Determine cause - Despite multiple Attempts
5722245,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Buy RAM and Windows 2019,Non-Complaint,Non-Complaint,into,,
5722337,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,issue with auto quant with any device running the latest windows update 24 H2,"Software, OS or firmware","Workflow, exam, settings, presets & configuration (incorrect, inability to change settings/config.)",Incorrect or inability to change settings or configuration,,
5722350,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,"0902CFXXXS09  Need AE, IP, and Port",Non-Complaint,Non-Complaint,into,,
5722467,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,Add DICOM node - New Fuji PACS,Non-Complaint,Non-Complaint,into,,
5723789,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,"KA:05L/	IntelliSpace Portal Solutions/HOST Disk failure","Device, System or Product Hardware","Removable media storage Issue (CD, DVD, USB, etc.)","Physically damaged, deformed or not functioning",,
5723871,Clinical Informatics-ICAP-Haifa-146,Complaint,Others,The User Not able  to login on the portal Client,"Software, OS or firmware","Cannot login (user name and/or password), disabled or locked",All or multiple users,,
